carat,depth,table,pricerange,x,y,z
0.35,61.9,56.0,1,4.5,4.53,2.79
0.69,62.6,59.6,1,5.59,5.66,3.52
0.9,62.6,56.0,2,6.13,6.17,3.85
1.51,60.7,60.0,2,7.43,7.36,4.49
1.01,63.6,59.0,2,6.36,6.32,4.03
1.0,61.3,61.0,2,6.52,6.39,3.96
0.51,65.4,60.0,2,4.98,4.9,3.23
1.29,62.0,57.0,2,6.92,6.98,4.31
1.91,64.6,56.0,2,7.76,7.7,4.99
0.34,62.7,55.0,1,4.48,4.49,2.81
0.33,62.8,56.0,1,4.45,4.41,2.78
1.08,59.4,59.0,2,6.75,6.68,3.99
0.63,58.8,59.0,1,5.68,5.62,3.32
1.02,62.6,54.0,2,6.45,6.41,4.02
0.39,60.9,55.0,1,4.73,4.76,2.89
0.9,63.3,56.0,1,6.13,6.1,3.87
0.55,60.8,55.0,1,5.26,5.33,3.22
0.9,62.6,60.0,2,6.11,6.06,3.81
1.32,62.7,56.0,2,7.03,6.97,4.39
0.3,61.7,61.0,1,4.31,4.28,2.65
0.37,59.8,59.0,1,4.66,4.63,2.78
1.19,60.3,57.0,2,6.93,6.83,4.15
0.43,61.9,56.0,1,4.85,4.88,3.01
0.55,62.0,57.0,1,5.22,5.26,3.25
1.0,62.0,55.0,2,6.42,6.38,3.97
1.55,59.8,59.0,2,7.45,7.47,4.46
0.3,61.1,57.0,1,4.3,4.34,2.64
2.42,62.3,58.0,3,8.63,8.55,5.35
0.5,61.3,58.0,1,5.06,5.12,3.12
0.61,61.1,57.0,1,5.46,5.49,3.34
0.3,62.5,54.0,1,4.29,4.32,2.69
0.41,62.7,56.0,1,4.77,4.74,2.98
1.24,62.0,55.0,2,6.88,6.95,4.29
0.74,62.8,59.0,1,5.71,5.76,3.6
1.01,62.0,56.0,2,6.41,6.47,3.99
0.42,62.3,58.0,1,4.81,4.76,2.98
0.72,60.7,60.0,1,5.87,5.8,3.54
0.72,59.9,58.0,1,5.85,5.81,3.49
0.52,61.7,56.0,1,5.21,5.17,3.2
0.56,62.0,56.0,1,5.28,5.3,3.28
1.01,63.0,54.0,2,6.43,6.39,4.04
0.33,62.5,59.0,1,4.39,4.41,2.75
1.21,61.9,55.0,2,6.86,6.8,4.23
0.4,63.6,56.0,1,4.63,4.68,2.96
0.52,61.8,55.0,1,5.19,5.15,3.2
0.6,59.4,60.0,1,5.57,5.51,3.29
0.81,62.3,57.0,2,5.95,5.99,3.72
0.72,61.8,56.0,1,5.72,5.75,3.55
0.33,62.4,59.0,1,4.41,4.47,2.77
1.01,60.5,60.0,2,6.58,6.51,3.96
0.3,61.4,55.0,1,4.34,4.36,2.67
0.5,60.6,59.0,1,5.13,5.03,3.08
1.01,63.5,60.0,2,6.23,6.31,3.98
0.5,63.2,61.0,1,5.05,5.02,3.18
0.7,60.0,57.0,1,5.74,5.8,3.46
1.71,63.8,58.0,3,7.54,7.48,4.79
2.01,61.6,57.0,3,8.08,8.0,4.95
0.5,61.9,57.0,1,5.08,5.1,3.15
0.35,61.5,55.0,1,4.53,4.57,2.8
0.3,62.5,55.0,1,4.3,4.34,2.7
0.94,62.2,59.0,2,6.27,6.23,3.89
1.02,62.9,56.0,2,6.39,6.43,4.03
1.22,59.0,61.0,2,7.02,6.98,4.13
1.0,62.9,59.0,2,6.3,6.39,3.99
0.9,63.6,58.0,2,6.11,6.1,3.88
0.51,65.2,55.0,1,5.05,5.01,3.28
0.35,61.6,56.0,1,4.52,4.54,2.79
1.72,62.9,58.0,3,7.63,7.59,4.79
0.41,63.1,57.0,1,4.73,4.68,2.97
0.43,61.5,57.0,1,4.88,4.84,2.99
0.31,62.2,56.0,1,4.31,4.34,2.69
1.5,62.7,59.0,2,7.21,7.24,4.53
1.0,64.1,60.0,2,6.3,6.22,4.01
0.32,61.5,57.0,1,4.45,4.43,2.73
1.0,67.9,62.0,1,6.19,6.03,4.15
0.39,62.5,55.0,1,4.63,4.68,2.91
1.2,60.9,57.0,2,6.87,6.9,4.19
0.3,62.2,59.0,1,4.28,4.24,2.65
0.9,62.2,59.0,1,6.11,6.07,3.79
0.37,62.0,55.0,1,4.62,4.64,2.87
0.9,62.2,55.0,2,6.16,6.21,3.85
0.32,61.0,59.0,1,4.46,4.42,2.71
0.56,61.6,56.0,1,5.29,5.33,3.27
1.09,62.3,57.0,2,6.6,6.57,4.1
1.12,60.1,58.0,2,6.78,6.83,4.09
0.4,61.8,55.0,1,4.74,4.78,2.94
1.02,62.0,56.0,2,6.44,6.46,4.0
0.31,63.3,55.0,1,4.35,4.31,2.74
0.38,59.5,57.0,1,4.77,4.84,2.86
0.55,61.6,56.0,1,5.26,5.28,3.25
1.16,61.7,62.0,1,6.68,6.64,4.11
0.31,62.4,55.0,1,4.33,4.36,2.71
0.54,61.2,56.0,1,5.23,5.29,3.22
0.38,60.5,58.0,1,4.7,4.66,2.83
0.3,61.9,54.0,1,4.33,4.36,2.69
0.32,61.5,58.0,1,4.35,4.4,2.69
0.3,60.0,60.0,1,4.36,4.38,2.62
0.31,60.9,57.0,1,4.41,4.39,2.68
0.9,62.1,62.0,1,6.12,6.05,3.78
1.25,61.4,55.0,2,6.92,6.99,4.27
0.76,61.9,53.0,1,5.85,5.92,3.64
0.4,62.4,56.0,1,4.71,4.75,2.95
1.15,62.2,60.0,2,6.69,6.66,4.15
0.24,61.7,56.0,1,3.98,4.0,2.45
0.41,62.6,57.0,1,4.71,4.74,2.96
0.35,59.5,58.0,1,4.62,4.59,2.74
0.39,61.3,56.0,1,4.71,4.75,2.9
0.82,64.0,57.0,1,5.92,5.89,3.78
0.58,59.4,58.0,1,5.45,5.5,3.25
0.3,61.5,55.0,1,4.3,4.34,2.66
0.82,62.6,59.0,1,5.91,5.87,3.69
0.71,63.0,56.0,1,5.7,5.69,3.59
0.78,60.8,60.0,1,5.97,5.94,3.62
0.7,61.8,60.0,1,5.65,5.61,3.48
1.0,61.9,57.0,2,6.43,6.39,3.97
0.4,63.8,55.0,1,4.65,4.69,2.98
0.72,62.0,56.0,1,5.75,5.77,3.57
0.5,61.8,60.0,1,5.06,5.1,3.14
0.51,62.7,62.0,2,5.09,4.96,3.15
0.7,61.1,57.0,2,5.7,5.75,3.5
0.51,61.4,58.0,1,5.18,5.15,3.17
1.09,60.9,56.0,2,6.66,6.7,4.07
1.34,62.5,56.0,2,7.09,7.05,4.42
1.15,62.2,59.0,2,6.75,6.68,4.18
0.36,61.1,59.0,1,4.62,4.58,2.81
0.6,58.9,59.0,1,5.55,5.52,3.26
0.73,62.0,57.0,1,5.74,5.77,3.56
1.55,62.5,55.0,3,7.38,7.4,4.62
0.3,61.1,55.0,1,4.36,4.38,2.67
2.01,64.1,62.0,3,7.94,7.85,5.06
1.04,61.5,55.0,2,6.54,6.55,4.02
0.23,63.3,57.0,1,3.88,3.95,2.48
0.9,64.2,56.0,2,6.04,6.11,3.9
1.58,60.0,57.0,3,7.58,7.52,4.53
0.42,61.4,56.0,1,4.85,4.82,2.97
0.9,63.8,56.0,2,6.11,6.14,3.91
0.32,61.0,61.0,1,4.41,4.38,2.68
0.34,62.1,55.0,1,4.49,4.46,2.78
0.55,63.3,56.0,1,5.22,5.24,3.31
0.42,62.0,59.0,1,4.76,4.79,2.96
1.53,59.2,57.0,2,7.52,7.55,4.46
0.3,64.2,57.0,1,4.24,4.13,2.69
0.3,62.6,59.0,1,4.24,4.26,2.66
2.0,62.7,58.0,3,8.06,8.01,5.04
1.01,61.9,62.0,2,6.45,6.37,3.97
1.5,62.0,55.0,2,7.29,7.34,4.54
0.3,61.9,56.0,1,4.28,4.31,2.66
1.19,62.3,58.0,2,6.82,6.77,4.23
1.59,62.0,58.0,2,7.44,7.39,4.6
0.4,62.1,58.0,1,4.76,4.71,2.94
0.3,61.6,57.0,1,4.33,4.3,2.66
0.3,62.0,56.0,1,4.3,4.34,2.68
2.03,59.8,59.0,3,8.29,8.24,4.94
0.3,61.4,59.0,1,4.3,4.33,2.65
0.4,61.8,54.0,1,4.75,4.77,2.94
0.54,61.9,56.0,1,5.29,5.24,3.26
0.54,62.0,55.0,1,5.21,5.24,3.24
0.33,63.7,56.0,1,4.36,4.4,2.79
1.0,63.1,61.0,2,6.33,6.38,4.01
1.32,62.6,62.0,2,6.92,7.01,4.36
0.96,58.7,58.0,2,6.47,6.51,3.81
0.51,61.0,56.0,1,5.17,5.19,3.16
0.33,61.7,59.0,1,4.39,4.42,2.72
0.77,61.7,55.0,2,5.89,5.91,3.64
0.7,61.7,60.0,1,5.67,5.7,3.51
1.53,62.6,57.0,2,7.37,7.33,4.6
0.41,62.9,54.0,1,4.74,4.7,2.97
0.41,61.4,59.2,1,4.76,4.78,2.93
0.52,61.8,57.0,1,5.2,5.16,3.2
2.01,66.9,57.0,3,7.87,7.76,5.23
1.52,61.8,55.1,2,7.38,7.42,4.58
1.55,62.5,60.0,2,7.33,7.35,4.59
1.7,62.1,57.0,2,7.68,7.63,4.75
0.36,61.3,57.0,1,4.58,4.56,2.8
1.21,62.7,55.2,2,6.79,6.84,4.27
2.01,62.3,58.0,3,8.03,8.01,5.0
1.02,61.2,56.0,2,6.51,6.56,4.0
0.37,62.3,55.0,1,4.59,4.62,2.87
0.3,62.1,60.0,1,4.28,4.26,2.65
0.71,63.4,57.0,1,5.7,5.63,3.59
0.3,60.9,57.0,1,4.35,4.39,2.66
0.75,59.1,58.0,1,5.87,5.91,3.48
1.51,61.7,57.0,2,7.44,7.4,4.58
1.02,60.6,59.0,2,6.53,6.47,3.94
1.21,61.6,58.0,2,6.88,6.82,4.22
0.41,62.4,60.0,1,4.71,4.77,2.96
1.2,61.4,56.0,2,6.88,6.79,4.2
0.51,64.4,54.0,1,5.06,5.03,3.25
0.43,62.3,58.0,1,4.82,4.78,2.99
0.3,62.9,58.0,1,4.27,4.22,2.67
1.01,59.8,60.0,2,6.56,6.48,3.9
1.02,62.5,58.0,2,6.46,6.41,4.02
1.01,62.0,57.0,2,6.4,6.44,3.98
0.85,62.8,57.0,2,6.06,6.01,3.79
0.54,63.1,58.0,1,5.21,5.13,3.26
0.9,63.6,57.0,2,6.09,6.12,3.88
1.0,61.7,63.0,2,6.36,6.37,3.93
0.4,60.5,60.0,1,4.8,4.76,2.89
1.15,63.0,57.0,2,6.71,6.66,4.21
0.31,61.4,54.0,1,4.4,4.33,2.68
0.41,60.6,59.0,1,4.84,4.8,2.92
0.71,63.9,57.0,1,5.57,5.61,3.57
1.55,61.9,60.0,2,7.31,7.36,4.54
1.01,61.2,60.0,2,6.41,6.44,3.93
0.51,61.4,56.0,1,5.15,5.17,3.17
0.72,63.7,54.0,1,5.68,5.71,3.63
0.41,60.8,59.0,1,4.78,4.8,2.91
0.34,62.1,55.0,1,4.47,4.49,2.78
0.83,61.2,59.0,1,6.03,6.06,3.7
1.5,61.3,61.0,3,7.32,7.39,4.51
0.26,61.8,58.0,1,4.14,4.11,2.55
0.33,61.3,56.0,1,4.43,4.47,2.73
2.53,61.1,57.0,3,8.82,8.76,5.37
1.22,62.0,58.0,2,6.9,6.85,4.26
0.72,61.9,54.0,1,5.76,5.8,3.58
0.43,61.2,59.0,1,4.87,4.84,2.97
0.35,61.4,56.0,1,4.51,4.55,2.78
0.3,61.4,55.0,1,4.34,4.32,2.66
1.01,57.1,58.0,2,6.6,6.64,3.78
1.06,62.3,56.0,2,6.56,6.51,4.07
0.7,61.9,58.0,2,5.67,5.74,3.53
0.81,64.6,59.0,1,5.83,5.78,3.75
0.4,62.7,57.0,1,4.68,4.7,2.94
0.5,61.6,57.0,1,5.08,5.11,3.14
0.7,62.5,58.0,1,5.63,5.69,3.54
1.25,61.9,58.0,2,6.9,6.84,4.25
1.2,63.3,56.0,2,6.75,6.72,4.26
1.07,61.4,55.0,2,6.59,6.66,4.06
0.41,62.6,58.0,1,4.7,4.75,2.96
0.34,61.9,58.0,1,4.43,4.52,2.77
0.51,62.4,58.0,1,5.13,5.07,3.18
0.51,60.5,63.0,1,5.17,5.11,3.11
1.14,62.8,58.0,2,6.61,6.56,4.14
0.31,62.1,59.0,1,4.39,4.34,2.71
0.4,62.2,55.0,1,4.71,4.75,2.94
1.1,62.7,58.5,2,6.5,6.59,4.1
0.73,61.9,55.0,1,5.83,5.77,3.59
0.55,62.1,56.0,1,5.28,5.22,3.26
0.7,61.3,58.0,1,5.68,5.71,3.49
0.42,60.6,61.0,1,4.87,4.83,2.94
0.4,61.8,56.0,1,4.72,4.75,2.92
0.24,62.6,57.0,1,3.92,4.0,2.48
0.6,61.4,59.0,1,5.41,5.44,3.33
0.71,61.9,55.0,2,5.74,5.77,3.56
0.3,63.1,58.0,1,4.23,4.27,2.68
1.23,61.3,58.0,2,6.89,6.87,4.22
1.71,61.7,59.0,2,7.63,7.7,4.73
0.4,61.7,56.0,1,4.73,4.77,2.93
0.32,59.8,57.0,1,4.4,4.46,2.65
0.4,62.2,55.0,1,4.72,4.77,2.95
1.03,60.6,59.0,2,6.5,6.53,3.95
0.9,58.3,61.0,2,6.24,6.29,3.65
0.73,61.0,56.0,1,5.82,5.86,3.56
0.26,61.9,55.0,1,4.07,4.11,2.53
1.03,59.5,60.0,2,6.6,6.54,3.91
0.42,62.4,57.0,1,4.78,4.83,3.0
0.42,61.3,57.0,1,4.8,4.82,2.95
0.9,61.6,61.0,2,6.12,6.16,3.78
0.35,61.8,56.0,1,4.55,4.51,2.8
0.54,61.4,56.0,1,5.27,5.29,3.24
2.01,62.9,57.0,3,8.05,7.98,5.04
1.5,59.4,62.0,3,7.4,7.48,4.42
1.31,59.5,61.0,2,7.16,7.19,4.27
1.0,63.6,59.0,2,6.32,6.35,4.03
0.42,63.0,55.0,1,4.76,4.79,3.01
1.0,65.3,61.0,2,6.33,6.13,4.03
0.4,63.0,57.0,1,4.68,4.65,2.94
1.15,62.0,56.0,2,6.68,6.75,4.16
2.03,63.2,60.0,3,7.88,7.94,5.0
0.51,61.9,56.0,1,5.11,5.14,3.17
0.5,60.5,60.0,1,5.15,5.07,3.1
0.3,62.3,56.0,1,4.29,4.32,2.68
0.47,62.1,53.0,1,4.99,5.02,3.11
0.46,65.6,57.0,1,4.85,4.82,3.17
0.3,62.2,60.0,1,4.24,4.25,2.64
1.51,63.0,60.0,2,7.25,7.3,4.58
1.15,61.7,59.0,2,6.7,6.66,4.12
0.54,60.9,56.0,1,5.31,5.27,3.22
0.51,59.7,58.0,1,5.2,5.26,3.12
0.51,64.0,57.0,1,5.01,5.06,3.22
1.05,60.6,57.0,2,6.59,6.55,3.98
1.74,62.5,57.0,3,7.71,7.67,4.81
1.53,60.1,59.0,2,7.51,7.47,4.5
1.07,59.8,60.0,2,6.7,6.65,3.99
0.72,61.8,61.0,1,5.68,5.75,3.53
1.02,60.8,58.0,2,6.46,6.5,3.94
0.23,61.8,60.0,1,3.91,3.95,2.43
0.29,61.3,56.0,1,4.26,4.29,2.62
0.31,62.4,57.0,1,4.32,4.36,2.71
0.3,61.6,55.0,1,4.3,4.34,2.66
0.9,61.6,56.0,2,6.17,6.13,3.79
0.32,61.1,59.0,1,4.42,4.38,2.69
0.87,59.9,59.0,2,6.2,6.16,3.7
0.26,62.5,56.0,1,4.1,4.12,2.57
0.72,61.1,56.0,2,5.92,5.8,3.55
1.19,60.4,55.0,2,6.91,6.89,4.17
1.01,62.8,60.0,2,6.4,6.34,4.0
0.51,61.7,56.0,1,5.14,5.17,3.18
0.73,58.1,62.0,1,5.92,5.93,3.44
1.04,61.6,57.0,2,6.52,6.56,4.03
0.71,61.0,56.0,2,5.77,5.8,3.53
0.56,62.6,56.0,1,5.28,5.3,3.31
1.06,60.7,56.0,2,6.6,6.64,4.02
0.53,61.3,56.0,1,5.21,5.24,3.2
1.04,64.2,56.0,2,6.39,6.36,4.09
1.2,62.6,60.0,2,6.68,6.74,4.2
0.9,63.1,60.0,2,6.18,6.14,3.89
0.25,61.5,56.0,1,4.06,4.08,2.5
0.57,61.7,56.0,1,5.35,5.31,3.29
1.5,61.4,59.0,2,7.34,7.31,4.5
0.42,61.1,57.0,1,4.82,4.84,2.95
0.9,64.1,59.0,2,5.97,6.07,3.86
2.13,59.6,59.0,3,8.43,8.37,5.01
1.23,62.2,55.0,2,6.81,6.85,4.25
0.92,61.4,56.0,2,6.26,6.28,3.85
1.61,62.7,55.0,2,7.48,7.54,4.71
1.3,62.7,58.0,2,7.01,6.97,4.38
0.43,60.8,57.0,1,4.9,4.87,2.97
0.37,61.4,58.0,1,4.63,4.65,2.85
1.24,61.1,60.0,2,6.94,6.91,4.23
0.32,61.7,56.0,1,4.39,4.43,2.72
0.9,60.8,55.0,2,6.25,6.28,3.81
1.14,62.7,58.0,2,6.68,6.63,4.17
0.36,62.0,59.0,1,4.53,4.56,2.82
0.31,61.3,56.0,1,4.37,4.4,2.69
0.3,60.4,57.0,1,4.36,4.38,2.64
0.4,62.2,55.0,1,4.75,4.71,2.94
0.31,59.3,59.0,1,4.38,4.42,2.61
1.51,59.5,59.0,3,7.48,7.54,4.47
0.39,61.3,58.0,1,4.7,4.73,2.89
0.31,60.7,61.0,1,4.33,4.37,2.64
0.23,62.5,59.0,1,3.91,3.96,2.46
0.89,60.8,56.0,2,6.22,6.25,3.79
0.41,62.0,53.0,1,4.77,4.81,2.97
0.4,61.8,58.0,1,4.69,4.73,2.91
0.28,62.1,56.0,1,4.21,4.19,2.61
0.59,59.1,57.0,1,5.52,5.48,3.25
1.71,60.3,61.0,2,7.74,7.69,4.65
1.33,62.5,54.0,2,7.02,7.05,4.4
0.36,60.9,55.0,1,4.64,4.68,2.84
0.32,62.6,58.0,1,4.39,4.37,2.74
1.03,62.2,59.0,2,6.48,6.42,4.01
0.93,62.0,56.0,2,6.25,6.29,3.89
0.73,61.8,58.0,1,5.76,5.71,3.54
0.7,61.8,56.0,1,5.66,5.6,3.48
0.5,58.6,61.0,1,5.21,5.16,3.04
0.33,61.9,56.0,1,4.42,4.47,2.75
0.51,61.0,60.0,1,5.15,5.18,3.15
1.52,61.7,55.0,2,7.39,7.32,4.54
1.16,61.9,55.0,2,6.75,6.78,4.19
0.27,61.7,57.0,1,4.16,4.14,2.56
0.3,62.6,56.0,1,4.33,4.29,2.7
0.71,61.6,54.0,2,5.76,5.79,3.56
1.16,62.8,59.0,2,6.7,6.64,4.19
0.57,62.1,56.0,1,5.28,5.32,3.29
0.33,61.6,55.0,1,4.46,4.43,2.74
1.0,62.2,59.0,2,6.38,6.35,3.96
0.33,60.4,60.0,1,4.46,4.41,2.68
0.31,62.2,55.0,1,4.33,4.38,2.71
0.72,62.0,56.0,1,5.8,5.74,3.58
0.7,62.2,55.0,2,5.64,5.67,3.52
0.56,61.9,57.0,1,5.29,5.31,3.28
0.33,62.4,55.0,1,4.43,4.45,2.77
0.74,59.2,59.0,1,5.92,5.97,3.52
0.32,61.3,57.0,1,4.45,4.42,2.72
1.89,62.9,58.0,2,7.87,7.81,4.93
1.15,62.0,58.0,2,6.77,6.71,4.18
1.25,63.6,57.0,2,6.86,6.81,4.35
0.34,61.3,55.0,1,4.52,4.55,2.78
0.51,60.8,57.0,1,5.24,5.19,3.17
0.9,60.0,59.0,2,6.3,6.23,3.76
1.57,62.0,58.0,2,7.45,7.48,4.63
1.0,61.9,56.0,2,6.41,6.36,3.95
1.01,62.3,61.0,2,6.39,6.32,3.96
1.26,61.4,56.0,2,7.01,6.97,4.29
0.31,62.1,56.0,1,4.33,4.37,2.7
1.22,61.7,56.0,2,6.89,6.86,4.24
1.06,62.3,58.0,2,6.56,6.51,4.07
0.73,61.2,60.0,1,5.78,5.73,3.52
1.0,62.4,61.0,2,6.34,6.32,3.95
0.91,60.6,57.0,2,6.25,6.27,3.79
0.41,61.6,57.0,1,4.78,4.8,2.95
1.19,62.0,56.0,2,6.8,6.77,4.21
0.5,60.0,62.0,1,5.12,5.18,3.09
1.52,61.7,57.0,2,7.38,7.41,4.56
0.3,62.4,58.0,1,4.26,4.3,2.67
0.53,63.8,57.0,1,5.12,5.1,3.26
1.5,63.5,60.0,2,7.19,7.12,4.54
1.0,57.3,64.0,2,6.59,6.46,3.79
0.3,62.5,57.0,1,4.27,4.3,2.68
1.81,59.9,61.0,3,7.85,7.91,4.72
0.7,61.8,55.0,1,5.71,5.68,3.52
0.32,62.0,54.0,1,4.41,4.37,2.72
0.31,61.9,56.0,1,4.38,4.34,2.7
1.06,62.3,55.0,2,6.54,6.49,4.06
0.74,60.6,55.0,2,5.87,5.93,3.57
1.07,62.3,53.0,2,6.57,6.59,4.1
0.77,60.3,56.0,1,5.96,5.92,3.58
0.91,62.7,59.0,2,6.13,6.16,3.85
0.7,59.2,61.0,2,5.79,5.84,3.44
0.32,61.1,57.0,1,4.44,4.4,2.7
0.51,62.5,56.0,1,5.12,5.09,3.19
0.84,63.7,59.0,1,5.94,5.9,3.77
0.68,58.7,60.0,1,5.8,5.76,3.39
0.36,61.8,58.0,1,4.57,4.52,2.81
0.41,60.9,56.0,1,4.79,4.83,2.93
0.41,62.6,57.0,1,4.74,4.71,2.96
1.31,62.2,57.0,2,7.0,6.96,4.34
0.38,59.2,58.0,1,4.76,4.8,2.83
0.33,61.5,54.0,1,4.46,4.49,2.75
0.74,61.9,57.0,1,5.83,5.81,3.6
1.51,62.4,55.0,2,7.28,7.34,4.56
1.0,57.8,59.0,2,6.53,6.47,3.75
0.32,61.4,57.0,1,4.41,4.38,2.7
0.82,62.1,56.0,1,6.01,5.98,3.72
0.58,61.4,61.0,1,5.43,5.38,3.32
2.5,64.9,58.0,3,8.46,8.43,5.48
0.32,60.7,57.0,1,4.45,4.41,2.69
0.76,62.0,54.7,2,5.83,5.87,3.62
0.32,59.9,55.0,1,4.49,4.46,2.68
0.87,62.0,55.0,2,6.1,6.13,3.79
0.46,62.7,57.0,1,4.89,4.93,3.08
1.2,63.2,58.0,2,6.78,6.74,4.27
0.41,62.4,56.0,1,4.74,4.78,2.97
0.71,57.8,60.0,1,5.9,5.87,3.4
0.38,60.4,59.0,1,4.7,4.71,2.84
1.04,61.5,57.0,2,6.51,6.54,4.01
1.06,62.3,58.0,2,6.49,6.52,4.05
1.98,62.5,58.0,3,7.95,7.99,4.98
1.11,62.4,58.0,2,6.69,6.57,4.14
0.34,61.9,56.0,1,4.46,4.49,2.77
0.31,58.9,59.0,1,4.5,4.47,2.64
1.37,60.9,59.0,2,7.22,7.17,4.38
0.38,61.2,59.0,1,4.64,4.67,2.85
1.02,62.5,58.0,2,6.4,6.43,4.01
0.72,60.5,55.0,2,5.82,5.85,3.53
0.96,61.6,59.0,2,6.24,6.29,3.86
0.3,61.4,56.0,1,4.32,4.34,2.66
1.2,62.8,59.0,2,6.78,6.69,4.23
0.51,61.8,55.0,1,5.18,5.14,3.19
2.06,61.0,61.0,3,8.18,8.1,5.02
0.57,61.2,57.0,1,5.31,5.35,3.26
1.21,62.3,59.0,2,6.74,6.78,4.21
0.41,60.0,61.0,1,4.78,4.86,2.89
0.52,63.8,56.0,1,5.06,5.1,3.24
1.51,62.3,54.0,2,7.38,7.32,4.58
1.23,63.0,56.0,2,6.83,6.79,4.29
0.23,60.9,57.0,1,3.96,3.99,2.42
0.33,61.1,59.0,1,4.47,4.44,2.72
2.04,62.9,54.0,3,8.16,8.08,5.1
1.51,60.2,59.0,3,7.43,7.33,4.44
0.25,61.6,57.0,1,4.05,4.07,2.5
0.74,63.0,56.0,1,5.75,5.77,3.63
1.21,62.7,57.0,2,6.72,6.77,4.23
1.02,62.6,60.0,2,6.42,6.39,4.01
0.46,62.6,53.0,1,4.93,4.97,3.1
2.06,61.5,58.0,3,8.2,8.15,5.03
1.55,59.7,60.0,3,7.62,7.56,4.53
0.36,61.8,55.0,1,4.58,4.61,2.84
1.0,63.0,54.0,2,6.33,6.37,4.0
0.38,60.3,56.0,1,4.72,4.74,2.85
0.42,62.4,59.0,1,4.8,4.78,2.99
1.2,62.2,65.0,2,6.75,6.7,4.18
0.49,61.5,58.0,1,5.08,5.06,3.12
0.39,63.0,61.0,1,4.62,4.65,2.92
0.32,61.8,54.0,1,4.41,4.43,2.73
0.75,60.8,57.0,2,5.87,5.9,3.58
1.02,65.5,60.0,2,6.29,6.22,4.1
1.52,60.9,57.0,2,7.44,7.5,4.55
0.5,67.6,57.0,1,4.95,4.84,3.31
0.6,60.9,58.0,1,5.43,5.48,3.32
0.63,60.4,58.0,1,5.59,5.64,3.39
0.31,59.8,57.0,1,4.43,4.46,2.65
0.91,62.3,55.0,2,6.2,6.23,3.87
1.31,59.6,58.0,2,7.14,7.08,4.24
0.5,62.7,56.0,1,5.07,5.1,3.19
0.27,61.6,57.0,1,4.16,4.12,2.55
1.2,61.4,60.0,2,6.86,6.81,4.2
1.04,61.9,57.0,2,6.46,6.5,4.01
0.33,61.8,58.0,1,4.43,4.4,2.73
0.28,62.3,52.0,1,4.2,4.26,2.62
0.33,61.7,56.0,1,4.46,4.48,2.76
2.05,60.1,59.0,3,8.2,8.3,4.96
0.5,57.9,62.0,1,5.21,5.18,3.01
0.56,60.1,58.0,1,5.36,5.39,3.23
2.0,63.6,62.0,2,7.97,7.8,5.02
0.3,63.0,57.0,1,4.27,4.24,2.68
0.52,61.7,56.0,1,5.15,5.19,3.19
0.31,62.0,55.0,1,4.33,4.35,2.69
0.42,61.5,61.0,1,4.87,4.82,2.98
0.9,59.8,55.0,2,6.3,6.34,3.78
0.82,61.3,57.0,2,6.02,6.07,3.7
0.3,61.6,61.0,1,4.25,4.29,2.63
2.04,57.7,64.0,2,8.39,8.31,4.82
0.79,62.2,55.0,2,5.97,5.9,3.69
0.71,63.6,57.0,1,5.66,5.69,3.61
0.33,61.5,56.0,1,4.47,4.44,2.74
2.52,66.9,57.0,2,8.39,8.33,5.6
0.3,62.8,59.0,1,4.24,4.29,2.68
0.28,61.5,56.0,1,4.22,4.24,2.6
0.33,61.7,54.0,1,4.46,4.49,2.76
2.02,59.4,59.0,3,8.21,8.25,4.89
0.54,62.4,56.0,1,5.22,5.2,3.25
0.43,61.4,56.0,1,4.87,4.9,3.0
0.4,60.5,59.0,1,4.8,4.76,2.89
1.02,62.5,60.0,2,6.43,6.38,4.0
2.02,57.9,62.0,3,8.25,8.3,4.79
1.03,61.2,58.0,2,6.52,6.55,4.0
0.52,60.4,66.0,1,5.26,5.2,3.16
0.9,64.0,55.0,2,6.05,6.02,3.86
1.13,60.4,56.0,2,6.78,6.7,4.07
0.76,59.6,58.0,2,5.91,5.96,3.54
1.07,60.7,58.0,2,6.62,6.66,4.03
1.0,63.5,59.0,2,6.23,6.33,3.99
0.56,60.8,55.0,1,5.34,5.36,3.25
0.9,62.4,55.0,2,6.17,6.21,3.86
1.0,63.9,62.0,2,6.26,6.32,4.02
1.06,62.7,56.0,2,6.52,6.47,4.07
0.74,62.1,53.4,2,5.8,5.82,3.61
0.71,62.8,57.0,1,5.68,5.63,3.55
0.9,62.4,63.0,2,6.15,6.18,3.85
0.31,62.6,55.0,1,4.29,4.33,2.7
0.39,59.5,58.0,1,4.74,4.77,2.83
0.4,61.9,59.0,1,4.67,4.7,2.9
0.7,60.9,59.0,1,5.67,5.76,3.48
1.01,63.5,57.0,2,6.38,6.31,4.03
0.56,62.1,55.0,1,5.29,5.33,3.3
0.4,62.2,61.0,1,4.71,4.68,2.92
1.24,61.4,59.0,2,6.87,6.91,4.23
0.33,60.9,56.0,1,4.48,4.45,2.72
0.32,60.8,57.0,1,4.44,4.41,2.69
0.71,59.9,57.0,2,5.8,5.83,3.48
0.77,59.5,58.0,2,5.96,5.94,3.54
0.31,61.4,56.0,1,4.38,4.35,2.68
0.27,61.0,56.0,1,4.17,4.19,2.55
1.01,61.9,55.0,2,6.49,6.46,4.01
0.9,60.7,61.0,2,6.16,6.22,3.76
